Species	Protein ID	Family	Genome/EST	Category
Oryza sativa subsp. japonica	LOC_Os03g47016.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g47022.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g47036.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g47042.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g47730.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g47740.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g47740.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g47740.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g51690.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g51690.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g51690.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g51710.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g51710.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g52239.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g52239.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g52239.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g55990.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g55990.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g55990.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g56110.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g56110.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g56140.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g56140.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g45810.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46350.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g48070.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g48070.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g48070.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g53540.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g53540.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g53540.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g53540.4	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g55590.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g56780.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g02730.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g03884.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g09630.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g09630.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g25600.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g38120.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48820.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48990.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g01934.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g04850.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g04870.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g10600.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12400.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g29020.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g29020.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g36680.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g39906.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g43860.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g43860.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g43860.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g48290.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g03770.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g24350.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g34880.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g39320.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g48560.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g04190.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g08820.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g08820.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g14400.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g19590.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g19590.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g19590.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g19650.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g19650.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g32080.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g32085.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g36220.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37580.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g21180.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g27450.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g29460.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g35760.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g35760.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g35910.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g01470.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g23090.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g23090.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g26500.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g33960.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g33960.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g33960.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g33960.4	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g39030.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g39720.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g41230.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g42490.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g42490.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g01130.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g01130.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g06020.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g01120.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g41860.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g43950.1	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g43950.2	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g43950.3	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g43950.4	HB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g39800.1	HRT	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g39020.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g43590.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g43590.2	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g53220.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g54550.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g13800.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g29340.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g32590.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g32590.2	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g06630.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g06630.2	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g12370.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g12370.2	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g12370.3	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g12370.4	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g25120.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g53340.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g53340.2	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g53340.3	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g53340.4	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g53340.6	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g58160.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g58160.2	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g63750.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g48030.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g45410.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g35960.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g36930.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g08140.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g44690.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g36700.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g43334.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g43334.2	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g28200.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g28354.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g35790.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g35790.2	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g35790.3	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g28340.1	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g28340.2	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g28340.3	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g28340.5	HSF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g51000.1	LFY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g42820.1	LIM	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g15940.1	LIM	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g45010.1	LIM	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g13030.1	LIM	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g13030.2	LIM	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g35930.1	LIM	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g32620.1	LIM	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g03890.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g07480.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g07480.2	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g14030.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g32770.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g39040.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g39070.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g39150.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g39160.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g39180.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g39220.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g56530.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g60960.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66590.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66590.2	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66590.3	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g48270.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g57490.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g05500.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g05510.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g14270.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g17810.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g33090.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g41330.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g41600.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g45750.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g57670.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g03160.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g07270.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g27980.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34450.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g40000.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06659.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g31080.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44940.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g19950.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g07510.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g01550.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g01550.1	LOB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g10504.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g10504.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g10504.3	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g11510.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g18420.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g18440.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g23760.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g23770.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g52680.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66030.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66030.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66290.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66290.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g67890.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g68560.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g69850.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g74440.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g01355.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g01365.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g06860.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g07430.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g07430.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36924.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45770.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49840.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49840.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49840.3	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49840.4	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g52340.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g03100.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08754.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08754.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g11614.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g14850.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g37670.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g38610.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g54160.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g54160.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g54170.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g23910.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g25870.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g31804.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g38770.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g49150.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g52410.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g52410.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g11380.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g11380.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g11414.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g11414.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g11414.3	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g23780.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34940.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34940.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34940.3	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g01890.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g06750.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g11330.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g11970.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g22760.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g23950.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g30810.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g30830.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g45650.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49840.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49840.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g01820.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g01820.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g01820.3	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g01820.4	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g01820.6	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g04170.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g41370.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g02070.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33488.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g38590.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g41950.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g41950.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g41960.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g02780.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g02830.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g32948.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g39130.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g39130.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g12360.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g43740.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g10520.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g10520.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g10540.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g10540.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g10540.3	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g10540.4	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g10540.5	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g21850.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g21880.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g31748.1	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g31748.2	MADS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36780.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g39040.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g51450.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g51450.2	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g51460.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g54200.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g54200.2	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g24590.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g57149.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g54510.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g33440.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g33460.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g33460.2	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g33500.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g34160.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12040.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12050.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12060.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12070.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12080.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12100.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12110.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12110.2	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g04230.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g22670.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g24090.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g39430.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g40430.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g40630.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g40630.2	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38720.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g09990.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g10000.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g10040.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g10040.2	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g10040.3	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g14130.1	mTERF	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g03720.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g04930.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g07450.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09590.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g12860.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g16810.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g18240.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g19330.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g19970.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g36460.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g45090.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g49160.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g50110.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g50720.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g51260.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g52410.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g59660.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g59660.2	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g59660.3	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g59660.4	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g62410.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g62410.2	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g63160.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g63460.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g63680.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g64360.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g65370.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g74410.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g74590.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g02370.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g09480.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36890.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g40530.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g41510.1	MYB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g42850.2	MYB	Genome	TF
